AnimalID,DOB,Season,Age,Sex,Group,BehaviorMoM,Evento,ngroup,TransFer,Death,EventDate,Status,Asterisk
i00O33,11/29/1999,<=2013,19.25,f,R,O33,,R,,31-Dec-01,,Dead,
i00O35,11/29/1999,<=2013,19.25,f,S,O35,,S,,29-Nov-99,,Stillbirth,
i00O54,12/26/1999,<=2013,19.17,f,F,O54,,F,,07-Aug-00,,Dead,
i00O56,12/25/1999,<=2013,19.17,u,I,O56,,I,,04-Jan-00,,Dead,
i00R65,01/01/2000,<=2013,19.08,u,F,R65,,F,,,,Missing,
i00S54,12/04/1999,<=2013,19.17,f,R,S54,,R,,31-Dec-01,,Dead,
I00S70,11/24/1999,<=2013,19.25,F,V,S70,HH,HH,,31-Dec-01,6/20/2000,Dead,
i00V37,01/06/2000,<=2013,19.08,m,F,V37,,F,,31-Dec-01,,Dead,
i00V44,12/21/1999,<=2013,19.17,m,R,V44,,R,,22-Feb-00,,Dead,
i00V76,11/29/1999,<=2013,19.25,m,F,V76,,F,,31-Dec-01,,Dead,
i00V80,12/22/1999,<=2013,19.17,f,H,V80,,H,,31-Dec-01,,Dead,
i00V81,01/10/2000,<=2013,19.08,u,E,V81,,E,,28-Jan-00,,Dead,
i00V82,12/25/1999,<=2013,19.17,m,I,V82,,I,,31-Dec-01,,Dead,
i00X34,01/11/2000,<=2013,19.08,f,R,X34,,R,,26-Jan-00,,Dead,
i00X51,11/19/1999,<=2013,19.25,f,F,X51,,F,,01-Feb-00,,Dead,
i00X60,12/20/1999,<=2013,19.17,m,S,X60,,S,,23-May-00,,Dead,
i00X86,12/17/1999,<=2013,19.17,m,F,X86,HH,HH,,31-Dec-01,12/01/2000,Dead,
i00Z11,12/19/1999,<=2013,19.17,m,F,Z11,,F,,31-Dec-01,,Dead,
I01,2/22/1984,<=2013,35,f,I,454,nT,nT,02/03/1992,,04/01/1987,Remove,
i0100F,12/20/2000,<=2013,18.17,f,F,00F,L,L,1/29/2002,,12/01/2001,Remove,
i0104A,12/13/2000,<=2013,18.17,m,II,04A,,II,,,,Remove,
i0104E,12/31/2000,<=2013,18.17,m,F,04E,,F,2/22/2002,,,Remove,
i0105A,1/22/2001,<=2013,18.08,f,II,05A,,II,,,,Remove,
i0105D,11/14/2000,<=2013,18.25,m,DD,05D,,DD,,,,Remove,
i0112H,12/26/2000,<=2013,18.17,m,R,12H,,R,,29-May-01,,Dead,
i0113C,03/06/2001,<=2013,17.92,m,II,13C,,II,,,,Remove,
I0113D,12/08/2000,<=2013,18.17,f,BB/CC,13D,,BB/CC,,28-Dec-00,,Dead,
i0114F,12/04/2000,<=2013,18.17,f,LL,14F,F,F,1/21/2003,,12/03/2001,Remove,
i0120F,3/20/2001,<=2013,17.92,f,F,20F,,F,1/21/2003,,,Remove,
I0125D,11/24/2000,<=2013,18.25,f,JJ,25D,,JJ,,06-Dec-00,,Dead,
i0128A,02/04/2001,<=2013,18,m,R,28A,,R,,31-Dec-01,,Dead,
I0129B,12/18/2000,<=2013,18.17,f,LL,29B,,LL,,31-Dec-01,,Dead,
I0130E,02/09/2001,<=2013,18,m,F,30E,,F,,09-Feb-01,,Stillbirth,
i0132A,1/17/2001,<=2013,18.08,u,R,32A,,R,,07-Jun-01,,Dead,
i0134D,1/29/2001,<=2013,18.08,f,GG,34D,,GG,,,,Remove,
i0138E,11/30/2000,<=2013,18.25,m,R,38E,,R,,,,Dead,
i0138F,11/15/2000,<=2013,18.25,f,GG,38F,,GG,3/15/2002,,,Remove,
I0142B-2,12/07/2000,<=2013,18.17,f,F,42B,,F,,07-Jun-01,,Dead,
i0143F,11/20/2000,<=2013,18.25,f,F,43F,,F,,31-Dec-01,,Dead,
i0145F,02/12/2001,<=2013,18,u,K,45F,,K,,13-Mar-01,,Dead,
i0147A,11/27/2000,<=2013,18.25,f,DD,47A,,DD,,,,Remove,
i0148B,11/29/2000,<=2013,18.25,m,F,48B,,F,1/21/2003,,,Remove,
i0151B,12/15/2000,<=2013,18.17,m,GG,51B,,GG,3/15/2002,,,Remove,
i0155A,11/26/2000,<=2013,18.25,f,HH,55A,,HH,,31-Dec-01,,Dead,
i0157A,11/30/2000,<=2013,18.25,m,F,57A,,F,,31-Dec-01,,Dead,
i0170B,11/18/2000,<=2013,18.25,f,F,70B,,F,1/21/2003,,,Remove,
i0170H,11/27/2000,<=2013,18.25,m,GG,70H,,GG,3/15/2002,,,Remove,
i0171E,12/17/2000,<=2013,18.17,m,F,71E,,F,1/31/2002,,,Remove,
i0174B,12/01/2000,<=2013,18.17,f,R,74B,,R,,26-Jun-01,,Dead,
i0174C,11/26/2000,<=2013,18.25,f,LL,74C,,LL,,31-Dec-01,,Dead,
i0174F,12/01/2000,<=2013,18.17,m,DD,74F,,DD,02/08/2002,,,Remove,
i0174H,11/29/2000,<=2013,18.25,m,R,74H,,R,,30-Nov-00,,Dead,
i0176H,01/05/2001,<=2013,18.08,f,H,76H,,H,,21-Feb-01,,Dead,
i0180A,02/04/2001,<=2013,18,f,II,80A,,II,1/24/2002,,,Remove,
i0182A,12/11/2000,<=2013,18.17,f,F,82A,,F,,03-Dec-01,,Dead,
i0183C,1/21/2001,<=2013,18.08,m,GG,83C,,GG,3/15/2002,,,Remove,
i0184C,12/06/2000,<=2013,18.17,f,DD,84C,,DD,3/15/2002,,,Remove,
i0191A,12/20/2000,<=2013,18.17,f,R,91A,,R,,31-Dec-01,,Dead,
i0191F,3/20/2001,<=2013,17.92,u,F,91F,,F,,,,Dead,
i0195A,12/27/2000,<=2013,18.17,m,R,95A,,R,,31-Dec-01,,Dead,
i01D82,12/17/2000,<=2013,18.17,f,S,D82,,S,,31-Dec-01,,Dead,
i01E55,1/25/2001,<=2013,18.08,m,BB,E55,,BB,,31-Dec-01,,Dead,
i01F38,11/21/2000,<=2013,18.25,u,LL,F38,,LL,,21-Nov-00,,Stillbirth,
i01G80,12/25/2000,<=2013,18.17,m,DD,G80,,DD,3/15/2002,,,Remove,
I01H02,12/02/2000,<=2013,18.17,m,R,H02,,R,,31-Dec-01,,Dead,
i01H71,11/20/2000,<=2013,18.25,f,F,H71,,F,1/21/2003,,,Remove,
i01I50,1/17/2001,<=2013,18.08,m,HH,I50,HH,HH,,31-Dec-01,02/01/2001,Dead,
I01J29,12/29/2000,<=2013,18.17,u,F,J29,,F,,17-Jan-01,,Dead,
i01J66,12/17/2000,<=2013,18.17,f,J,J66,,J,,11-Oct-01,,Dead,
i01J71,11/14/2000,<=2013,18.25,f,S,J71,,S,2/22/2002,,,Remove,
i01K07,12/03/2000,<=2013,18.17,m,F,K07,,F,1/21/2003,,,Remove,
I01K81,12/21/2000,<=2013,18.17,f,R,K81,,R,,07-Feb-01,,Dead,
i01K84,12/05/2000,<=2013,18.17,f,R,K84,,R,,31-Dec-01,,Dead,
i01L37,1/21/2001,<=2013,18.08,f,DD,L37,,DD,3/15/2002,,,Remove,
i01L66,1/28/2001,<=2013,18.08,m,V,L66,,V,,01-Feb-02,,Dead,
i01L97,01/05/2001,<=2013,18.08,f,DD,L97,,DD,02/08/2002,,,Remove,
I01N20,11/13/2000,<=2013,18.25,f,JJ,N20,,JJ,,18-Dec-00,,Dead,
i01N40,12/24/2000,<=2013,18.17,m,R,N40,,R,,08-Nov-01,,Dead,
i01O30,12/05/2000,<=2013,18.17,m,CC,O30,,CC,,31-Dec-01,,Dead,
i01O36,1/29/2001,<=2013,18.08,m,DD,O36,,DD,3/15/2002,,,Remove,
i01O43,1/21/2001,<=2013,18.08,m,LL,O43,,LL,1/29/2002,,,Remove,
i01O56,12/11/2000,<=2013,18.17,m,II,O56,,II,,,,Remove,
I01O69,12/18/2000,<=2013,18.17,m,F,O69,L,L,1/30/2002,,12/01/2001,Remove,
i01O70,11/21/2000,<=2013,18.25,f,F,O70,,F,1/21/2003,,,Remove,
i01O75,11/23/2000,<=2013,18.25,f,F,O75,,F,1/21/2003,,,Remove,
i01R64,1/24/2001,<=2013,18.08,m,F,R64,,F,1/21/2003,,,Remove,
i01R68,12/17/2000,<=2013,18.17,m,F,R68,,F,03/06/2002,,,Remove,
i01R79,12/17/2000,<=2013,18.17,m,F,R79,,F,1/21/2003,,,Remove,
i01S54,12/25/2000,<=2013,18.17,f,R,S54,,R,,31-Dec-01,,Dead,
i01S55,12/05/2000,<=2013,18.17,f,JJ,S55,,JJ,02/06/2002,,,Remove,
i01S59,12/07/2000,<=2013,18.17,m,F,S59,,F,1/21/2003,,,Remove,
i01S73,12/13/2000,<=2013,18.17,f,R,S73,,R,,31-Dec-01,,Dead,
i01T03,12/14/2000,<=2013,18.17,f,V,T03,,V,,20-Feb-02,,Dead,
I01T28-1,01/01/2001,<=2013,18.08,f,H,T28,,H,,07-Jan-01,,Dead,
I01T28-2,01/01/2001,<=2013,18.08,f,H,T28,,H,,23-Jan-01,,Dead,
i01T85,12/16/2000,<=2013,18.17,f,S,T85,,S,,31-Dec-01,,Dead,
I01UkDec1,12/05/2000,<=2013,18.17,u,?,Unknown,,?,,05-Dec-00,,Stillbirth,
I01UkDec3,12/19/2000,<=2013,18.17,f,?,Unknown,,?,,19-Dec-00,,Stillbirth,
I01UkJan1,1/16/2001,<=2013,18.08,f,?,Unknown,,?,,16-Jan-01,,Dead,
I01UkNov1,11/04/2000,<=2013,18.25,f,?,Unknown,,?,,04-Nov-00,,Stillbirth,
i01V04,3/14/2001,<=2013,17.92,f,F,V04,,F,1/21/2003,,,Remove,
i01V24,12/12/2000,<=2013,18.17,m,R,V24,,R,,31-Dec-01,,Dead,
i01V36,12/05/2000,<=2013,18.17,m,F,V36,,F,1/21/2003,,,Remove,
i01V72,3/20/2001,<=2013,17.92,m,H,V72,,H,,09-May-01,,Dead,
I01V78,12/15/2000,<=2013,18.17,m,KK,V78,,KK,,31-Dec-01,,Dead,
i01V82,12/25/2000,<=2013,18.17,f,II,V82,,II,1/24/2002,,,Remove,
i01V91,12/31/2000,<=2013,18.17,f,EE,V91,,EE,,,,Remove,
i01X34,01/02/2001,<=2013,18.08,m,R,X34,,R,,10-Jul-01,,Dead,
i01X37,01/01/2001,<=2013,18.08,m,R,X37,,R,,31-Dec-01,,Dead,
i01X46,1/21/2001,<=2013,18.08,m,LL,X46,F,F,1/21/2003,,12/03/2001,Remove,
i01X78,12/07/2000,<=2013,18.17,m,GG,X78,,GG,,,,Remove,
i01X87,02/04/2001,<=2013,18,m,F,X87,,F,,31-Dec-01,,Dead,
i01Z07,01/02/2001,<=2013,18.08,m,F,Z07,,F,1/21/2003,,,Remove,
i01Z11,01/09/2001,<=2013,18.08,u,F,Z11,,F,,15-Jan-01,,Dead,
i01Z52,12/17/2000,<=2013,18.17,m,JJ,Z52,,JJ,,31-Dec-00,,Dead,
i01Z53,12/26/2000,<=2013,18.17,m,R,Z53,,R,,31-Dec-01,,Dead,
i01Z72,01/07/2001,<=2013,18.08,f,DD,Z72,,DD,02/08/2002,,,Remove,
i01Z73,12/13/2000,<=2013,18.17,m,GG,Z73,,GG,3/15/2002,,,Remove,
i01Z74,01/09/2001,<=2013,18.08,m,GG,Z74,,GG,3/15/2002,,,Remove,
i01Z78,3/20/2001,<=2013,17.92,m,F,Z78,,F,1/21/2003,,,Remove,
i01Z92,12/07/2000,<=2013,18.17,f,DD,Z92,,DD,02/08/2002,,,Remove,
I02,1/23/1984,<=2013,35.08,f,I,777,nR,R,,17-Feb-88,08/01/1985,Dead,
i0200B,11/05/2001,<=2013,17.25,f,L,00B,,L,2/22/2002,,,Remove,
I0200F,1/27/2002,<=2013,17.08,u,F,00F,,F,,31-Jan-02,,Dead,
i0203I,01/03/2002,<=2013,17.08,m,I,03I,,I,2/27/2002,,,Remove,
i0204A,12/02/2001,<=2013,17.17,m,I,04A,,I,2/27/2002,,,Remove,
I0204E,2/13/2002,<=2013,17,m,F,04E,,F,,28-Feb-02,,Dead,
i0205A,01/07/2002,<=2013,17.08,u,I,05A,,I,2/21/2002,,,Remove,
i0205D,12/02/2001,<=2013,17.17,m,D,05D,,D,2/21/2002,,,Remove,
i0208F,11/24/2001,<=2013,17.25,m,F,08F,,F,1/23/2002,,,Remove,
i0213H,11/26/2001,<=2013,17.25,u,V,13H,,V,,18-Dec-01,,Dead,
i0214C,11/14/2001,<=2013,17.25,f,F,14C,,F,3/19/2002,,,Remove,
i0214F,12/21/2001,<=2013,17.17,m,F,14F,,F,2/27/2002,,,Remove,
i0214I,01/12/2002,<=2013,17.08,u,F,14I,,F,,23-Jan-02,,Dead,
i0219I,12/26/2001,<=2013,17.17,m,G,19I,,G,03/12/2002,,,Remove,
i0220E,10/19/2001,<=2013,17.33,f,E,20E,,E,2/22/2002,,,Remove,
I0220F,5/28/2002,<=2013,16.75,u,F,20F,,F,,31-May-02,,Dead,
I0228H,10/22/2001,<=2013,17.33,u,BB,28H,,BB,,22-Oct-01,,Dead,
I0228I,11/08/2001,<=2013,17.25,u,R,28I,,R,,07-Dec-01,,Dead,
i0229B,3/15/2002,<=2013,16.92,u,F,29B,,F,,09-May-02,,Dead,
i0233G,12/03/2001,<=2013,17.17,u,DD,33G,,DD,2/21/2002,,,Remove,
i0234D,1/26/2002,<=2013,17.08,u,G,34D,,G,2/21/2002,,,Remove,
i0238E,12/31/2001,<=2013,17.17,f,R,38E,,R,,20-Apr-02,,Dead,
I0239F,9/18/2001,<=2013,17.42,m,R,39F,,R,,18-Sep-01,,Dead,
i0244B,11/12/2001,<=2013,17.25,m,E,44B,,E,,21-Feb-02,,Dead,
i0246B,11/25/2001,<=2013,17.25,m,S,46B,,S,,16-May-02,,Dead,
i0247A,10/30/2001,<=2013,17.33,f,D,47A,,D,2/27/2002,,,Remove,
I0248B,11/17/2001,<=2013,17.25,u,F,48B,,F,,04-Dec-01,,Dead,
i0251B,11/20/2001,<=2013,17.25,f,G,51b,,G,03/12/2002,,,Remove,
i0254I,12/26/2001,<=2013,17.17,u,L,54I,,L,1/17/2002,,,Remove,
i0256D,01/05/2002,<=2013,17.08,m,F,56D,,F,02/01/2002,,,Remove,
i0257A,11/12/2001,<=2013,17.25,f,F,57A,,F,1/23/2002,,,Remove,
i0259F,11/27/2001,<=2013,17.25,f,R,59F,,R,,10-Jun-02,,Dead,
i0264H,12/09/2001,<=2013,17.17,f,C,64H,,C,,11-Dec-01,,Dead,
i0267F,11/14/2001,<=2013,17.25,f,V,67F,,V,,27-Dec-01,,Dead,
i0270H,11/28/2001,<=2013,17.25,m,G,70H,,G,3/13/2002,,,Remove,
i0271E,01/05/2002,<=2013,17.08,f,F,71E,,F,1/30/2002,,,Remove,
i0272G,11/12/2001,<=2013,17.25,m,E,72G,,E,2/26/2002,,,Remove,
i0273B,12/01/2001,<=2013,17.17,m,F,73B,,F,,15-Mar-03,,Dead,
I0274F,11/21/2001,<=2013,17.25,u,DD,74F,,DD,,07-Dec-01,,Dead,
i0274H,11/14/2001,<=2013,17.25,f,R,74H,,R,,25-Jan-02,,Dead,
i0276H,11/18/2001,<=2013,17.25,m,HH,76H,,HH,,30-Sep-02,,Dead,
i0277H,11/05/2001,<=2013,17.25,f,BB,77H,,BB,,12-Jun-02,,Dead,
I0278C-1,11/18/2001,<=2013,17.25,f,HH,78C,,HH,,18-Dec-01,,Dead,
I0278E,10/11/2001,<=2013,17.33,m,DD,78E,,DD,,14-Oct-01,,Dead,
i0280A,12/26/2001,<=2013,17.17,f,I,80A,,I,2/27/2002,,,Remove,
i0281B,01/03/2002,<=2013,17.08,m,HH,81B,,HH,,15-Mar-03,,Dead,
i0281E,11/16/2001,<=2013,17.25,f,V,81E,,V,,28-Feb-03,,Dead,
i0283C,12/26/2001,<=2013,17.17,f,G,83C,,G,3/20/2002,,,Remove,
i0284C,01/01/2002,<=2013,17.08,m,D,84C,,D,3/20/2002,,,Remove,
i0285F,11/11/2001,<=2013,17.25,m,KK,85F,,KK,,15-Mar-03,,Dead,
i0290D,11/25/2001,<=2013,17.25,f,F,90D,,F,,15-Mar-03,,Dead,
i0290G,01/01/2002,<=2013,17.08,m,R,90G,,R,,15-Mar-03,,Dead,
i0291E,01/05/2002,<=2013,17.08,f,L,91E,,L,2/27/2002,,,Remove,
I0292D,10/08/2001,<=2013,17.33,u,F,92D,,F,,08-Oct-01,,Dead,
i0293D,11/12/2001,<=2013,17.25,f,F,93D,,F,3/22/2002,,,Remove,
i0294B,12/03/2001,<=2013,17.17,m,J,94B,,J,02/08/2002,,,Remove,
i0295G,11/12/2001,<=2013,17.25,f,J,95G,,J,2/21/2002,,,Remove,
I0296G,11/12/2001,<=2013,17.25,f,R,96G,,R,,21-Nov-01,,Dead,
i0298C,11/08/2001,<=2013,17.25,f,CC,98C,,CC,,18-Nov-02,,Dead,
i0298H,01/02/2002,<=2013,17.08,m,S,98H,,S,2/20/2002,,,Remove,
i0299A,12/27/2001,<=2013,17.17,u,F,99A,,F,,03-Jan-02,,Dead,
I02F38,11/02/2001,<=2013,17.25,m,V,F38,,V,,16-Nov-01,,Dead,
I02F72,11/18/2001,<=2013,17.25,f,F,F72,,F,,28-Nov-01,,Dead,
i02G43,01/08/2002,<=2013,17.08,m,HH,G43,,HH,,21-Nov-02,,Dead,
i02I50,12/06/2001,<=2013,17.17,u,H,I50,,H,,08-Dec-01,,Dead,
i02I70,1/17/2002,<=2013,17.08,f,F,I70,,F,3/15/2002,,,Remove,
i02J66,11/20/2001,<=2013,17.25,u,J,J66,,J,2/21/2002,,,Remove,
I02J71,10/29/2001,<=2013,17.33,u,S,J71,,S,,29-Oct-01,,Dead,
i02J85,12/15/2001,<=2013,17.17,f,F,J85,,F,1/17/2002,,,Remove,
i02J89,11/06/2001,<=2013,17.25,m,E,J89,,E,2/22/2002,,,Remove,
i02K04,3/14/2002,<=2013,16.92,m,F,K04,,F,,16-Mar-02,,Dead,
i02K07,12/02/2001,<=2013,17.17,f,F,K07,,F,1/23/2002,,,Remove,
i02K81,12/01/2001,<=2013,17.17,f,R,K81,,R,,02-Apr-02,,Dead,
i02K83,11/23/2001,<=2013,17.25,m,BB,K83,,BB,,15-Mar-03,,Dead,
i02L37,2/14/2002,<=2013,17,m,D,L37,,D,3/13/2002,,,Remove,
i02L80,11/15/2001,<=2013,17.25,m,K,L80,,K,,27-Dec-01,,Dead,
i02L84,11/23/2001,<=2013,17.25,m,KK,L84,,KK,,19-Jun-02,,Dead,
i02L97,11/24/2001,<=2013,17.25,m,D,L97,,D,02/08/2002,,,Remove,
i02N05,2/13/2002,<=2013,17,m,K,N05,,K,3/13/2002,,,Remove,
i02N13,10/28/2001,<=2013,17.33,f,F,N13,,F,03/05/2002,,,Remove,
i02N20,11/23/2001,<=2013,17.25,f,J,N20,,J,,14-Dec-01,,Dead,
i02O30,11/27/2001,<=2013,17.25,m,C,O30,,C,,22-Apr-02,,Dead,
i02O36,12/26/2001,<=2013,17.17,m,D,O36,,D,03/12/2002,,,Remove,
i02O38,11/17/2001,<=2013,17.25,f,G,O38,,G,3/13/2002,,,Remove,
i02O44,10/27/2001,<=2013,17.33,m,F,O44,,F,03/05/2002,,,Remove,
i02O56,02/12/2002,<=2013,17,m,I,O56,,I,03/01/2002,,,Remove,
i02O63,12/25/2001,<=2013,17.17,u,v,O63,,v,,31-Dec-01,,Dead,
i02O70,12/18/2001,<=2013,17.17,u,F,O70,,F,1/17/2002,,,Remove,
i02O75,12/11/2001,<=2013,17.17,f,F,O75,,F,03/06/2002,,,Remove,
i02R27,11/23/2001,<=2013,17.25,m,C,R27,,C,,13-Dec-01,,Dead,
i02R64,12/26/2001,<=2013,17.17,u,F,R64,,F,,29-Jan-02,,Dead,
i02R68,12/28/2001,<=2013,17.17,m,F,R68,,F,1/17/2002,,,Remove,
i02R74,11/11/2001,<=2013,17.25,m,I,R74,,I,03/07/2002,,,Remove,
i02R78,11/16/2001,<=2013,17.25,f,F,R78,KK,KK,2/28/2002,,1/21/2002,Remove,
i02R79,12/25/2001,<=2013,17.17,f,F,R79,,F,03/06/2002,,,Remove,
i02S55,11/18/2001,<=2013,17.25,f,J,S55,,J,2/21/2002,,,Remove,
i02S59,12/03/2001,<=2013,17.17,u,F,S59,,F,2/21/2002,,,Remove,
i02T12,11/24/2001,<=2013,17.25,f,E,T12,,E,2/28/2002,,,Remove,
i02T27,01/12/2002,<=2013,17.08,u,F,T27,,F,3/19/2002,,,Remove,
i02T85,11/08/2001,<=2013,17.25,f,S,T85,,S,03/07/2002,,,Remove,
i02V04,1/19/2002,<=2013,17.08,m,F,V04,,F,1/29/2002,,,Remove,
i02V76,11/26/2001,<=2013,17.25,m,L,V76,,L,3/19/2002,,,Remove,
i02V81,12/11/2001,<=2013,17.17,m,E,V81,,E,03/07/2002,,,Remove,
i02V82,01/06/2002,<=2013,17.08,m,I,V82,,I,03/01/2002,,,Remove,
i02V91,12/09/2001,<=2013,17.17,f,E,V91,,E,02/08/2002,,,Remove,
i02X20,1/15/2002,<=2013,17.08,m,HH,X20,,HH,,15-Mar-03,,Dead,
i02X46,11/21/2001,<=2013,17.25,m,U,X46,F,F,2/27/2002,,12/03/2001,Remove,
i02X55,11/06/2001,<=2013,17.25,f,D,X55,,D,02/08/2002,,,Remove,
i02X78,11/16/2001,<=2013,17.25,m,G,X78,,G,2/27/2002,,,Remove,
I02x91-1,03/01/2002,<=2013,16.92,f,R,X91,,R,,19-Mar-02,,Dead,
I02X91-2,03/01/2002,<=2013,16.92,f,R,X91,,R,,09-Dec-02,,Dead,
i02Z07,12/09/2001,<=2013,17.17,m,F,Z07,,F,2/26/2002,,,Remove,
i02Z52,11/24/2001,<=2013,17.25,m,J,Z52,,J,1/17/2002,,,Remove,
i02Z72,11/26/2001,<=2013,17.25,u,DD,Z72,,DD,2/21/2002,,,Remove,
i02Z73,11/27/2001,<=2013,17.25,u,G,Z73,,G,3/21/2002,,,Remove,
i02Z74,11/26/2001,<=2013,17.25,f,G,Z74,,G,3/13/2002,,,Remove,
I02Z78,11/27/2001,<=2013,17.25,u,F,Z78,,F,,08-Dec-01,,Dead,
i02Z81,10/19/2001,<=2013,17.33,f,D,Z81,,D,2/27/2002,,,Remove,
i02Z92,12/19/2001,<=2013,17.17,m,D,Z92,,D,03/02/2002,,,Remove,
i02Z97,12/25/2001,<=2013,17.17,m,F,Z97,,F,3/20/2002,,,Remove,
I03,01/07/1984,<=2013,35.08,f,L,964,,L,3/19/1992,,,Remove,
i0306J,11/25/2002,<=2013,16.25,m,R,06J,,R,,16-Apr-03,,Dead,
i0311C,1/31/2003,<=2013,16.08,f,BB,11C,,BB,2/13/2004,,,Remove,
i0311I,12/03/2002,<=2013,16.17,m,F,11I,,F,,05-Dec-02,,Dead,
i0313A,11/04/2002,<=2013,16.25,m,HH,13A,,HH,,31-Dec-04,,Dead,
i0313D,11/08/2002,<=2013,16.25,m,BB,13D,,BB,1/27/2004,,,Remove,
i0321H,12/16/2002,<=2013,16.17,f,KK,21H,,KK,,31-Dec-04,,Dead,
i0327C,12/25/2002,<=2013,16.17,f,F,27C,,F,,20-Jun-03,,Dead,***
I0328G,02/12/2003,<=2013,16,m,F,28G,,F,,31-Dec-04,,Dead,
i0328H,11/10/2002,<=2013,16.25,m,BB,28H,,BB,1/27/2004,,,Remove,
i0329I,11/17/2002,<=2013,16.25,f,R,29I,,R,,31-Dec-04,,Dead,
i0329J,12/03/2002,<=2013,16.17,f,V,29J,,V,,15-Jan-03,,Dead,
i0331D,12/24/2002,<=2013,16.17,f,BB,31D,,BB,02/03/2004,,,Remove,
i0332G,12/09/2002,<=2013,16.17,f,V,32G,,V,,31-Dec-04,,Dead,
i0335B,12/23/2002,<=2013,16.17,f,R,35B,,R,,03-Jan-03,,Dead,
i0335F,11/16/2002,<=2013,16.25,m,R,35F,,R,,29-Jan-03,,Dead,
i0336B,12/03/2002,<=2013,16.17,f,BB,36B,,BB,1/28/2004,,,Remove,
i0336D,11/15/2002,<=2013,16.25,m,S,36D,,S,,31-Dec-04,,Dead,
i0336J,11/09/2002,<=2013,16.25,m,BB,36J,,BB,,18-Dec-02,,Dead,
i0337B,01/05/2003,<=2013,16.08,f,BB,37B,,BB,1/27/2004,,,Remove,
i0337J,12/08/2002,<=2013,16.17,m,R,37J,,R,,18-Dec-02,,Dead,
I0339A,11/21/2002,<=2013,16.25,m,CC,39A,,CC,03/02/2004,,,Remove,
i0340A,01/06/2003,<=2013,16.08,m,CC,40A,,CC,2/24/2004,,,Remove,
i0341C,11/04/2002,<=2013,16.25,f,BB,41C,,BB,1/27/2004,,,Remove,
i0343F,12/04/2002,<=2013,16.17,f,F,43F,,F,,31-Dec-04,,Dead,
i0346K,11/11/2002,<=2013,16.25,f,R,46K,,R,,20-Mar-03,,Dead,
i0350D,11/03/2002,<=2013,16.25,m,CC,50D,,CC,2/13/2004,,,Remove,
i0350F,12/05/2002,<=2013,16.17,m,CC,50F,,CC,2/13/2004,,,Remove,
i0350I,12/15/2002,<=2013,16.17,m,F,50I,,F,,31-Dec-04,,Dead,
i0353B,11/30/2002,<=2013,16.25,f,CC,53B,,CC,03/03/2004,,,Remove,
I0354D,12/07/2002,<=2013,16.17,f,F,54D,,F,,31-Dec-04,,Dead,
i0355F,11/10/2002,<=2013,16.25,f,CC,55F,,CC,03/03/2004,,,Remove,
i0361A,11/29/2002,<=2013,16.25,m,F,61A,,F,,31-Dec-04,,Dead,
i0364A,1/19/2003,<=2013,16.08,f,F,64A,,F,,31-Dec-04,,Dead,
i0368J,12/15/2002,<=2013,16.17,f,F,68J,,F,,31-Dec-04,,Dead,
i0369F,11/11/2002,<=2013,16.25,m,BB,69F,,BB,1/27/2004,,,Remove,
i0372F,11/24/2002,<=2013,16.25,f,BB,72F,,BB,1/27/2004,,,Remove,
i0374K,12/17/2002,<=2013,16.17,f,S,74K,,S,,10-Jan-03,,Dead,
i0377H,12/05/2002,<=2013,16.17,f,BB,77H,,BB,1/27/2004,,,Remove,
i0379C,12/04/2002,<=2013,16.17,m,F,79C,,F,,09-Jan-03,,Dead,
i0380C,11/04/2002,<=2013,16.25,m,CC,80C,,CC,1/29/2004,,,Remove,
i0382C,1/13/2003,<=2013,16.08,m,CC,82C,,CC,1/22/2004,,,Remove,
i0382H,11/08/2002,<=2013,16.25,f,S,82H,,S,,14-Aug-03,,Dead,
i0389A,11/01/2002,<=2013,16.25,m,BB,89A,,BB,1/27/2004,,,Remove,
i0389H,11/27/2002,<=2013,16.25,f,BB,89H,,BB,1/22/2004,,,Remove,
i0392D,1/16/2003,<=2013,16.08,u,F,92D,,F,,17-Jan-03,,Dead,
i0393A,2/17/2003,<=2013,16,m,BB,93A,,BB,1/27/2004,,,Remove,
i0396A,12/01/2002,<=2013,16.17,m,R,96A,,R,,29-May-03,,Dead,
i0396K,11/27/2002,<=2013,16.25,f,BB,96K,,BB,,05-Mar-03,,Dead,
i0398C,12/05/2002,<=2013,16.17,f,CC,98C,,CC,02/03/2004,,,Remove,
i0399I,11/24/2002,<=2013,16.25,f,F,99I,,F,,31-Dec-04,,Dead,
i03C12,11/29/2002,<=2013,16.25,f,R,C12,,R,,16-Apr-03,,Dead,
i03D07,03/11/2003,<=2013,15.92,f,R,D07,,R,,16-Apr-03,,Dead,
i03F38,11/01/2002,<=2013,16.25,f,V,F38,,V,,08-Nov-02,,Dead,
i03H45,12/06/2002,<=2013,16.17,m,R,H45,,R,,20-Jun-03,,Dead,
i03J01,12/15/2002,<=2013,16.17,m,BB,J01,,BB,,24-Mar-03,,Dead,
i03J91,2/17/2003,<=2013,16,m,F,J91,,F,,31-Dec-04,,Dead,
i03K11,01/01/2003,<=2013,16.08,f,F,K11,,F,,31-Dec-04,,Dead,
i03K79,12/16/2002,<=2013,16.17,f,BB,K79,,BB,,25-Aug-03,,Dead,
i03K84,11/13/2002,<=2013,16.25,f,R,K84,,R,,05-Mar-03,,Dead,
